"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30018","Поиск","chromium","Tue Jan 28 00:57:03 GMT 2025","broken","Tue Jan 28 00:57:33 GMT 2025","Поиск","gallery.spec.js","",""
